FID,CD_MUN,NM_MUN,EST_POP_19,Shape__Area,Shape__Length,COD_UF
1868,1502509,Chaves,23717,12619788896.6981,849067.056479993,15
1869,1502772,Curionópolis,17929,2413078621.4585,363310.834161266,15
1870,1502806,Curralinho,34448,3644414402.01508,288959.645084101,15
1871,2408409,Olho d'Água do Borges,4258,143662526.717041,50876.991136716,24
1872,1506906,Santarém Novo,6709,231112274.215942,85054.3327003744,15
1873,1507458,São Geraldo do Araguaia,24847,3226767960.31323,306424.308734907,15
1874,1507466,São João da Ponta,6139,197281785.637299,91713.5533533691,15
1875,1507474,São João de Pirabas,23045,673064732.679626,170490.138049426,15
1876,1507508,São João do Araguaia,13996,1300071831.4209,215435.087992291,15
1877,1507607,São Miguel do Guamá,58986,1102751478.61188,233119.163798762,15
1878,1507706,São Sebastião da Boa Vista,26640,1644260523.91064,291652.839533413,15
1879,1507755,Sapucaia,5930,1325496462.47144,181193.680241488,15
1880,2413409,Serra Negra do Norte,8078,573638042.253906,104469.342516122,24
1881,2413508,Serrinha,6229,196961211.08667,66831.4557306698,24
1882,5200134,Acreúna,22366,1730291894.47266,261197.971356644,52
1883,5200159,Adelândia,2516,126016256.385742,69171.9497981252,52
1884,5200175,Água Fria de Goiás,5735,2185940963.59131,298787.618184238,52
1885,5200209,Água Limpa,1850,503839995.744141,144262.255143919,52
1886,5200308,Alexânia,27653,923672605.578125,168803.77783324,52
1887,5200506,Aloândia,1995,113175594.008789,50804.1521206761,52
1888,5200555,Alto Horizonte,6414,539063401.331543,133679.449349972,52
1889,5200605,Alto Paraíso de Goiás,7624,2775985624.5625,359897.99256578,52
1890,5200852,Americano do Brasil,6111,145749958.396484,90602.9018339583,52
1891,5200902,Amorinópolis,3126,447463071.861328,135282.67895747,52
1892,5201454,Aparecida do Rio Doce,2474,670971932.928711,143560.176563119,52
1893,5201504,Aporé,4198,3252229300.61523,379945.540545704,52
1894,5202155,Araguapaz,7770,2367988803.36621,323685.202428782,52
1895,2408508,Ouro Branco,4812,258370960.44165,78929.8178334162,24
1896,2408607,Paraná,4254,82973143.6230469,41772.3990769252,24
1897,2408706,Paraú,3768,389698337.500488,86550.31688299,24
1898,2413557,Serrinha dos Pintos,4800,124609036.470947,45122.0298875032,24
1899,2413607,Severiano Melo,2440,160514534.114258,59092.1539746781,24
1900,2413706,Sítio Novo,5522,217305807.35791,66689.535275504,24
1901,5202353,Arenópolis,2612,1173747689.42676,266654.001060851,52
1902,5203203,Barro Alto,11167,1177583073.5791,228043.765175225,52
1903,5203401,Bom Jardim de Goiás,8841,2070940106.71777,256005.298984138,52
1904,5203575,Bonópolis,4405,1733727842.32373,304864.022370688,52
1905,5203609,Brazabrantes,3703,134473438.383789,74010.3654747967,52
1906,5203906,Buriti Alegre,9459,996794451.902344,220790.59449952,52
1907,5203962,Buritinópolis,3292,264905062.489258,108680.872815387,52
1908,5204102,Cachoeira Alta,12484,1850623532.48633,285215.814006178,52
1909,5204201,Cachoeira de Goiás,1351,463495082.830078,104053.097215342,52
1910,5204300,Caçu,16009,2522422350.09961,381779.719889036,52
1911,5204557,Caldazinha,3804,273816965.173828,115125.097165568,52
1912,5204607,Campestre de Goiás,3630,300412762.673828,93844.4862634679,52
1913,5204656,Campinaçu,3640,2107524252.66162,249880.745519516,52
1914,5204706,Campinorte,12626,1140711565.7627,280357.658373959,52
1915,3304524,Rio das Ostras,150674,268268483.243164,109410.45341427,33
1916,1501709,Bragança,127686,2139965642.35989,299748.414658193,15
1917,5204953,Campos Verdes,2141,472709001.360352,134951.484229575,52
1918,5205000,Carmo do Rio Verde,10082,453014705.712891,130418.237988884,52
1919,5205307,Cavalcante,9709,7407039419.83057,594803.501855045,52
1920,5205455,Cezarina,8606,457637318.087891,177480.581939226,52
1921,5205471,Chapadão do Céu,10167,2441862281.14746,297425.383289142,52
1922,2408904,Parelhas,21477,524036274.686768,118106.636525052,24
1923,2409209,Passagem,3089,41988833.7700195,27466.206689301,24
1924,2413805,Taboleiro Grande,2566,126263206.229492,64605.5265016897,24
1925,2413904,Taipu,12279,358559816.744385,85622.2714213401,24
1926,5205513,Cocalzinho de Goiás,20240,1940672524.02734,320279.59324155,52
1927,5205521,Colinas do Sul,3382,1824953631.27393,306343.145007227,52
1928,5205802,Corumbá de Goiás,11110,1155047997.39258,232995.723909121,52
1929,5206305,Cristianópolis,2966,248359862.749023,102146.563975616,52
1930,5206404,Crixás,16949,5008587582.54688,522427.842073043,52
1931,5206503,Cromínia,3486,401390868.609375,120313.028050092,52
1932,5206800,Damolândia,2938,92201134.8759766,60737.9981845222,52
1933,5206909,Davinópolis,2094,535717766.532227,148058.283132244,52
1934,5207105,Diorama,2484,749775682.821289,228938.212227249,52
1935,5207352,Edealina,3699,666766910.78418,212958.348737524,52
1936,5207402,Edéia,12372,1615270773.95996,288553.221234583,52
1937,5207501,Estrela do Norte,3275,321787981.014648,117741.631954313,52
1938,5207535,Faina,6627,2106113051.64941,310839.017185832,52
1939,5207808,Firminópolis,13292,464092348.996094,148716.585389209,52
1940,5208103,Formoso,4248,899990738.954102,173483.9300571,52
1941,5208301,Divinópolis de Goiás,4804,882433411.838379,160330.63381981,52
1942,5208905,Goiás,22645,3377724736.16699,375244.579130479,52
1943,5209291,Guaraíta,1996,222743143.131836,83285.4513252202,52
1944,5209457,Guarinos,1794,640617785.180664,212610.932970251,52
1945,5209606,Heitoraí,3724,249312029.807617,105378.547937961,52
1946,2409332,Santa Maria,5551,223294264.604492,65392.3787502887,24
1947,2409407,Pau dos Ferros,30394,264677525.123291,84852.5580585683,24
1948,2409605,Pedra Preta,2458,299700431.666748,71796.4373754579,24
1949,2414001,Tangará,15727,345777238.113525,92509.8132965452,24
1950,2414100,Tenente Ananias,10786,228010559.82373,66990.7671832681,24
1951,1507904,Soure,25374,2876787064.03086,257700.794153297,15
1952,1507961,Terra Alta,11720,206414171.27533,69768.7475100591,15
1953,1507979,Terra Santa,18769,1910856827.26404,270374.623888177,15
1954,1508001,Tomé-Açu,63447,5190998341.98926,407389.82300837,15
1955,1508035,Tracuateua,30959,874170797.889404,250691.023354521,15
1956,1508050,Trairão,18989,12168142832.9539,796873.21506405,15
1957,1508084,Tucumã,39602,2565235477.33545,263995.240118647,15
1958,1508126,Ulianópolis,59210,5145212077.422,417674.304122026,15
1959,1508159,Uruará,45476,10906520238.2079,625233.339104573,15
1960,1508308,Viseu,61403,5009984878.54077,559936.639884287,15
1961,1508407,Xinguara,44751,3860100907.99072,517230.645149625,15
1962,2304103,Crateús,75074,3026099113.16309,289590.173765408,23
1963,2409704,Pedro Avelino,6716,967864648.630615,128273.832045655,24
1964,2409803,Pedro Velho,14806,196465845.220459,70020.5483038255,24
1965,2414308,Timbaúba dos Batistas,2414,138102335.708008,52208.6864311599,24
1966,2414456,Triunfo Potiguar,3237,273401468.265381,76168.3750889556,24
1967,2409902,Pendências,15129,425541578.861572,93513.0907427129,24
1968,2410009,Pilões,3838,84245979.4233398,43522.5128263371,24
1969,2410108,Poço Branco,15413,234130346.224365,80930.7595796887,24
1970,2410207,Portalegre,7867,112016311.428467,75121.6342004216,24
1971,2414506,Umarizal,10555,217362824.755615,71905.5474849079,24
1972,2410405,Pureza,9621,512180977.497314,103472.303718395,24
1973,2410504,Rafael Fernandes,5098,79674341.4956055,37449.0292802851,24
1974,2410603,Rafael Godeiro,3201,101870758.029053,46554.5926679661,24
1975,2414704,Várzea,5500,74068729.9875488,56701.2342488971,24
1976,2410702,Riacho da Cruz,3579,129440053.504639,62224.7146825238,24
1977,2410801,Riacho de Santana,4204,130508734.919434,62035.7838534533,24
1978,2410900,Riachuelo,8128,267343339.720459,68654.6255981813,24
1979,2411007,Rodolfo Fernandes,4467,157503765.009033,61425.8115528764,24
1980,2414902,Viçosa,1718,38574023.8789063,31641.7061154227,24
1981,2415008,Vila Flor,3170,48554919.2915039,31815.1178430547,24
1982,4113254,Laranjal,5852,682963009.666016,221794.933179437,41
1983,4120655,Quarto Centenário,4512,389241840.461914,128616.910199007,41
1984,4121208,Quitandinha,19049,554825859.319336,209438.195848198,41
1985,4121505,Rebouças,14899,595529826.987305,168475.886400638,41
1986,4121703,Reserva,26715,1986935143.70117,268398.645476208,41
1987,4121901,Ribeirão do Pinhal,13029,447281279.506836,168051.738683667,41
1988,4122172,Rio Branco do Ivaí,4096,462661409.165039,161512.41628745,41
1989,4122206,Rio Branco do Sul,32397,994427112.529297,226278.984398276,41
1990,4122404,Rolândia,66580,546450689.097656,118114.039922196,41
1991,4113759,Lunardelli,4794,240076269.066406,99963.8082071491,41
1992,4114005,Mamborê,13132,953861920.157227,207621.636810908,41
1993,4122909,Salto do Itararé,4935,239998599.849609,111807.171089753,41
1994,4123006,Salto do Lontra,14785,387253999.010742,161977.260414895,41
1995,4123402,Santa Fé,12037,327843951.331055,93672.73418604,41
1996,4120358,Pranchita,5157,280937062.398438,126932.913245974,41
1997,4113502,Loanda,23086,856032085.142578,132362.275941972,41
1998,4120705,Quatiguá,7449,134736251.194336,74650.4683577189,41
1999,4120408,Presidente Castelo Branco,5306,185374285.383789,74594.7485131155,41
2000,4120804,Quatro Barras,23559,221990068.026367,75086.7754796774,41
2001,4121257,Ramilândia,4451,290462654.326172,93081.4722846144,41
2002,4121604,Renascença,6802,530643217.232422,180101.688530811,41
2003,4121752,Reserva do Iguaçu,8010,1034670805.01465,169163.96338362,41
2004,4115002,Marilena,7076,274444792.289063,82447.0345218929,41
2005,4123709,Santa Isabel do Ivaí,8562,415098935.969727,109571.705386287,41
2006,4123808,Santa Izabel do Oeste,14659,397791916.539063,187958.885148873,41
2007,4123824,Santa Lúcia,3813,143791273.516602,76700.9928136256,41
2008,4123907,Santa Mariana,11724,506977271.883789,131997.432831116,41
2009,4124004,Santana do Itararé,4992,301286918.514648,99709.1885418523,41
2010,4124020,Santa Tereza do Oeste,10139,399074176.744141,137713.852695077,41
2011,4124103,Santo Antônio da Platina,45993,859207410.152344,215314.800889249,41
2012,4112751,Jesuítas,8412,299814909.473633,134102.542547385,41
2013,4121307,Rancho Alegre,3808,199011841.974609,80670.5746213251,41
2014,4121802,Ribeirão Claro,10668,748959565.069336,179900.870290826,41
2015,4113809,Lupionópolis,4920,142981074.783203,59649.6789831404,41
2016,4122651,Rosário do Ivaí,4786,449038917.770508,183657.971137613,41
2017,4120507,Primeiro de Maio,11123,490418650.161133,113708.100698416,41
2018,4121000,Querência do Norte,12206,1085320340.60742,171742.397496886,41
2019,4122107,Rio Bom,3203,213386926.099609,112883.42758562,41
2020,4114203,Mandaguari,34400,401032083.71875,175750.194290879,41
2021,4114302,Mandirituba,26869,470082786.69043,163555.267632055,41
2022,4114401,Mangueirinha,16714,1312705729.12891,290126.097666285,41
2023,4114500,Manoel Ribas,13502,692688499.989258,164396.713937449,41
2024,4114708,Maria Helena,5677,581528617.99707,112252.888109221,41
2025,4114807,Marialva,35496,568337241.65918,248497.215229069,41
2026,4124202,Santo Antônio do Caiuá,2641,258615590.666992,69353.268011179,41
2027,4124301,Santo Antônio do Paraíso,2106,198417555.395508,112269.899880083,41
2028,4124400,Santo Antônio do Sudoeste,20166,405246591.746094,136651.629388843,41
2029,4113601,Lobato,4787,285565309.78418,107012.30775117,41
2030,4120002,Porecatu,12914,344533285.993164,104781.360791189,41
2031,4121356,Rancho Alegre D'Oeste,2655,291849871.297852,129293.347583393,41
2032,4114104,Mandaguaçu,22819,350056193.235352,115260.17706637,41
2033,4124608,São Carlos do Ivaí,6878,268230769.016602,80180.0977535805,41
2034,4124806,São João,10241,480545129.115234,185149.414052124,41
2035,4124905,São João do Caiuá,5855,360093870.213867,87524.8164383641,41
2036,4125001,São João do Ivaí,10219,425233465.081055,129331.197832984,41
2037,4125209,São Jorge d'Oeste,9050,469078092.848633,166682.164104487,41
2038,4125357,São Jorge do Patrocínio,5641,485157058.777344,108622.857080293,41
2039,4125407,São José da Boa Vista,6206,480748853.504883,154720.590929071,41
2040,4121406,Realeza,16922,436919856.1875,164629.816779468,41
2041,4123105,Santa Amélia,3324,92892060.6240234,66112.2002593991,41
2042,4125308,São Jorge do Ivaí,5551,376015893.421875,107839.722969031,41
2043,4115101,Mariluz,10345,521810248.569336,147122.787433861,41
2044,4113403,Leópolis,3954,409131274.354492,109296.110904551,41
2045,4121109,Quinta do Sol,4573,391575812.391602,111574.893118435,41
2046,4122701,Sabáudia,6827,226839793.152344,80290.6417403912,41
2047,4123204,Santa Cecília do Pavão,3334,131723969.668945,85440.0709786293,41
2048,4124053,Santa Terezinha de Itaipu,23465,319529059.300781,86836.2239753569,41
2049,4112801,Joaquim Távora,11908,345202212.099609,166343.484205015,41
2050,4113429,Lidianópolis,3310,182539869.583984,83555.8236664432,41
2051,4123303,Santa Cruz de Monte Castelo,7800,524752366.245117,130273.960283462,41
2052,4120101,Porto Amazonas,4848,230113484.773438,117127.368461274,41
2053,4122503,Roncador,9849,901149481.924805,261641.124961039,41
2054,4123956,Santa Mônica,3981,308932863.325195,81964.2514494234,41
2055,4124509,Santo Inácio,5438,362404713.65918,89915.7711285476,41
2056,4120150,Porto Barreiro,3237,445657280.779297,139214.750968752,41
2057,4120853,Quatro Pontes,4015,138918394.416992,78382.663516545,41
2058,4122800,Salgado Filho,3580,235885020.59375,132185.908481081,41
2059,4114351,Manfrinópolis,2571,269442337.798828,110803.397391044,41
2060,4125100,São João do Triunfo,15120,890556691.641602,207036.307321646,41
2061,4125456,São José das Palmeiras,3654,222389525.211914,77735.8292221752,41
2062,4120200,Porto Rico,2559,257471887.53418,79310.552030952,41
2063,4112900,Jundiaí do Sul,3292,383071447.299805,115808.378745895,41
2064,2313302,Tauá,58859,4080752388.01343,502217.836031855,23
2065,4113452,Lindoeste,4676,443724409.931641,145209.427095229,41
2066,4120309,Porto Vitória,4065,265802039.493164,102752.551207595,41
2067,5205703,Córrego do Ouro,2327,498109064.517578,177842.524589718,52
2068,5207600,Fazenda Nova,5637,1389081255.80273,284522.247644584,52
2069,5213400,Moiporá,1529,496951365.427734,171807.389987277,52
2070,5215207,Novo Brasil,2913,711411200.692383,154998.65221646,52
2071,5219001,Sanclerlândia,7637,555813351.894531,253685.893349925,52
2072,5220108,São Luís de Montes Belos,33817,906932924.80957,216794.23154469,52
2073,4123600,Santa Inês,1596,163491436.579102,70369.6959927018,41
2074,4112603,Jardim Olinda,1331,151441621.904297,52786.7613513842,41
2075,4120333,Prado Ferreira,3753,181953758.964844,79318.9060304547,41
2076,4109203,Guaraci,5502,250832309.855469,81918.0321120911,41
2077,4116406,Nossa Senhora das Graças,4008,219991567.869141,70360.4068597579,41
2078,4109104,Guaporema,2243,239651868.017578,74760.2932461254,41
2079,4122602,Rondon,9579,662892507.338867,131879.392946096,41
2080,4119509,Piraquara,113036,279750724.185547,92681.6297187796,41
2081,4119152,Pinhais,132157,74935792.515625,45375.9524333925,41
2082,4117057,Nova Laranjeiras,11554,1485164788.37988,388346.673188593,41
2083,4106506,Coronel Vivida,20734,850639192.501953,217095.155575127,41
2084,4105805,Colombo,243726,243048822.18457,83937.8135248901,41
2085,4101804,Araucária,143843,579477901.300781,161520.743185979,41
2086,4122156,Rio Bonito do Iguaçu,13269,840625262.905273,189826.945332535,41
2087,2205524,Júlio Borges,5627,1335758015.92383,151866.102022323,22
2088,4104253,Campo Magro,29318,338262858.708984,122999.249776154,41
2089,4100459,Altamira do Paraná,1942,471712119.178711,208912.868046601,41
2090,4100707,Alto Piquiri,9836,539643109.833984,114951.632922554,41
2091,4100806,Alvorada do Sul,11406,501648912.017578,132142.859888943,41
2092,4101002,Ampére,19152,370334920.953125,159535.401615407,41
2093,4101655,Arapuã,3068,263032419.615234,107500.178755573,41
2094,4102000,Assis Chateaubriand,33362,1174749367.2041,229856.233915145,41
2095,4102109,Astorga,26111,517438736.211914,148492.105075338,41
2096,4102208,Atalaia,3892,163537017.263672,79959.8765621139,41
2097,4102406,Bandeirantes,31367,529117893.077148,169037.011099196,41
2098,4102505,Barbosa Ferraz,11568,649144440.845703,281906.473744706,41
2099,4102752,Bela Vista da Caroba,3511,183732310.220703,95077.2366922121,41
2100,4102901,Bituruna,16389,1531207475.56738,284512.223036212,41
2101,4103057,Boa Vista da Aparecida,7591,315605267.910156,128215.521266558,41
2102,2514651,São José do Brejo do Cruz,1801,258507146.664551,85767.1867074156,25
2103,4103305,Borrazópolis,6592,402093109.352539,140050.678769181,41
2104,4103354,Braganey,5427,418451633.022461,191729.905073521,41
2105,2502805,Brejo do Cruz,14122,408924024.677734,103097.14816049,25
2106,2502003,Belém do Brejo do Cruz,7342,612538861.628418,162700.778094193,25
2107,2308104,Mauriti,47962,1104351098.20581,150275.777867348,23
2108,4103370,Brasilândia do Sul,2651,351200043.686523,78790.7763739797,41
2109,4103453,Cafelândia,18120,330613397.614258,128624.283501146,41
2110,4103479,Cafezal do Sul,4044,403314586.042969,107710.761544197,41
2111,4103602,Cambará,25360,434130702.292969,102378.703437704,41
2112,4107108,Diamante do Norte,5087,286469930.089844,75417.0402816739,41
2113,4107207,Dois Vizinhos,40641,518216578.458008,166482.898989651,41
2114,4107306,Doutor Camargo,5979,141417357.212891,75072.9599340364,41
2115,4103800,Cambira,7865,195554884.223633,110945.956037064,41
