Município,UTI adulto II COVID-19,UTI pediátrica II COVID-19,Unidade intermediária neonatal,Unidade isolamento,UTI adulto I,UTI adulto II,UTI adulto III,UTI pediátrica I,UTI pediátrica II,UTI pediátrica III,UTI neonatal I,UTI neonatal II,UTI neonatal III,UTI de Queimados,UTI coronariana tipo II -UCO tipo II,UTI coronariana tipo III - UCO tipo III,Unidade de cuidados intermed neonatal convencional,Unidade de cuidados intermed neonatal canguru,Unidade de cuidados intermed pediatrico,Unidade de cuidados intermed adulto,Total
270350 Jacuípe,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
270360 Japaratinga,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
270370 Jaramataia,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
270375 Jequiá da Praia,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
270380 Joaquim Gomes,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
270390 Jundiá,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
270400 Junqueiro,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
270410 Lagoa da Canoa,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
270420 Limoeiro de Anadia,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
270430 Maceió,115,-,-,12,22,66,-,-,22,-,-,39,-,-,-,-,85,-,-,-,361
270440 Major Isidoro,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2
270490 Mar Vermelho,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
270450 Maragogi,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
270460 Maravilha,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
270470 Marechal Deodoro,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
270480 Maribondo,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
270500 Mata Grande,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
270510 Matriz de Camaragibe,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
270520 Messias,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
270530 Minador do Negrão,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
270540 Monteirópolis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
270550 Murici,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
270560 Novo Lino,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
270570 Olho d'Água das Flores,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
270580 Olho d'Água do Casado,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
270590 Olho d'Água Grande,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
270600 Olivença,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
270610 Ouro Branco,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
270620 Palestina,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
270630 Palmeira dos Índios,-,-,-,1,-,8,-,-,-,-,-,8,-,-,-,-,-,-,2,-,19
270640 Pão de Açúcar,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
270642 Pariconha,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
270644 Paripueira,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
270650 Passo de Camaragibe,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
270660 Paulo Jacinto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
270670 Penedo,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,3,-,-,11
270680 Piaçabuçu,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
270690 Pilar,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
270700 Pindoba,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
270710 Piranhas,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
270720 Poço das Trincheiras,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
270730 Porto Calvo,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
270740 Porto de Pedras,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
270750 Porto Real do Colégio,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
270760 Quebrangulo,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
270770 Rio Largo,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,-,-,-,8
270780 Roteiro,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
270790 Santa Luzia do Norte,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
270800 Santana do Ipanema,-,-,-,4,-,10,-,-,-,-,-,10,-,-,-,-,10,-,-,-,34
270810 Santana do Mundaú,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
270820 São Brás,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
270830 São José da Laje,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
270840 São José da Tapera,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
270850 São Luís do Quitunde,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2
270860 São Miguel dos Campos,7,-,-,-,-,7,-,-,-,-,-,8,-,-,-,-,6,4,-,-,32
270870 São Miguel dos Milagres,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
270880 São Sebastião,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
270890 Satuba,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
270895 Senador Rui Palmeira,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
270900 Tanque d'Arca,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
270910 Taquarana,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
270915 Teotônio Vilela,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
270920 Traipu,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
270930 União dos Palmares,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
270940 Viçosa,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
270000 Município ignorado - AL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
280010 Amparo de São Francisco,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
280020 Aquidabã,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
280030 Aracaju,34,-,-,12,12,114,10,-,17,3,-,-,64,-,-,-,55,27,-,4,352
280040 Arauá,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
280050 Areia Branca,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
280060 Barra dos Coqueiros,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
280067 Boquim,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
280070 Brejo Grande,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
280100 Campo do Brito,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
280110 Canhoba,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
280120 Canindé de São Francisco,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
280130 Capela,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2
280140 Carira,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
280150 Carmópolis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
280160 Cedro de São João,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
280170 Cristinápolis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
280190 Cumbe,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
280200 Divina Pastora,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
280210 Estância,10,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12
280220 Feira Nova,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
280230 Frei Paulo,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
280240 Gararu,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
280250 General Maynard,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
280260 Gracho Cardoso,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
280270 Ilha das Flores,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
280280 Indiaroba,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
280290 Itabaiana,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,27,31
280300 Itabaianinha,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
280310 Itabi,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
280320 Itaporanga d'Ajuda,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
280330 Japaratuba,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
280340 Japoatã,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
280350 Lagarto,10,-,-,-,-,10,-,-,-,-,-,-,-,-,-,-,5,-,-,-,25
280360 Laranjeiras,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
280370 Macambira,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
280380 Malhada dos Bois,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
280390 Malhador,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
280400 Maruim,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
280410 Moita Bonita,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
280420 Monte Alegre de Sergipe,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
280430 Muribeca,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
280440 Neópolis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
280445 Nossa Senhora Aparecida,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
280450 Nossa Senhora da Glória,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2
280460 Nossa Senhora das Dores,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
280470 Nossa Senhora de Lourdes,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
280480 Nossa Senhora do Socorro,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
280490 Pacatuba,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
280500 Pedra Mole,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
280510 Pedrinhas,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
280520 Pinhão,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
280530 Pirambu,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
280540 Poço Redondo,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
280550 Poço Verde,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
280560 Porto da Folha,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
280570 Propriá,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
280580 Riachão do Dantas,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
280590 Riachuelo,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1
280600 Ribeirópolis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
280610 Rosário do Catete,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
280620 Salgado,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
280630 Santa Luzia do Itanhy,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
280650 Santa Rosa de Lima,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
280640 Santana do São Francisco,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
280660 Santo Amaro das Brotas,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
280670 São Cristóvão,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
280680 São Domingos,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
280690 São Francisco,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
280700 São Miguel do Aleixo,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
280710 Simão Dias,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
280720 Siriri,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
280730 Telha,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
280740 Tobias Barreto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
280750 Tomar do Geru,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
280760 Umbaúba,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
280000 Município ignorado - SE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
290010 Abaíra,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
290020 Abaré,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
290030 Acajutiba,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
290035 Adustina,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
290040 Água Fria,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,6
290060 Aiquara,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
290070 Alagoinhas,10,-,-,5,-,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25
290080 Alcobaça,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
290090 Almadina,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
290100 Amargosa,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
290110 Amélia Rodrigues,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
290115 América Dourada,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
290120 Anagé,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
290130 Andaraí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
290135 Andorinha,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
290140 Angical,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
290150 Anguera,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
290160 Antas,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2
290170 Antônio Cardoso,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
290180 Antônio Gonçalves,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
290190 Aporá,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
290195 Apuarema,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
290205 Araças,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
290200 Aracatu,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
290210 Araci,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
290220 Aramari,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
290225 Arataca,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
290230 Aratuípe,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
290240 Aurelino Leal,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
290250 Baianópolis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
290260 Baixa Grande,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
290265 Banzaê,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
290270 Barra,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3
290280 Barra da Estiva,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
290290 Barra do Choça,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
290300 Barra do Mendes,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4
290310 Barra do Rocha,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
290320 Barreiras,5,-,-,-,-,10,-,-,7,-,-,7,-,-,-,-,10,5,-,30,74
290323 Barro Alto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
290330 Barro Preto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
290327 Barrocas,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
290340 Belmonte,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
290350 Belo Campo,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
290360 Biritinga,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
290370 Boa Nova,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
290380 Boa Vista do Tupim,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
290390 Bom Jesus da Lapa,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
290395 Bom Jesus da Serra,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
290400 Boninal,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
290405 Bonito,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
290410 Boquira,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
290420 Botuporã,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
290430 Brejões,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
290440 Brejolândia,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
290450 Brotas de Macaúbas,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
290460 Brumado,-,-,-,-,-,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10
290470 Buerarema,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
290475 Buritirama,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
290480 Caatiba,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
290485 Cabaceiras do Paraguaçu,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
290490 Cachoeira,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
290500 Caculé,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
290510 Caém,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2
290515 Caetanos,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
290520 Caetité,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3
290530 Cafarnaum,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
290540 Cairu,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
290550 Caldeirão Grande,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
290560 Camacan,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
290570 Camaçari,16,-,-,19,-,8,-,-,-,-,-,-,-,-,-,-,11,-,-,-,54
290580 Camamu,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
290590 Campo Alegre de Lourdes,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
290600 Campo Formoso,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,6,-,-,-,10
290610 Canápolis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
290620 Canarana,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
290630 Canavieiras,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
290640 Candeal,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
290650 Candeias,-,-,-,-,-,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15
290660 Candiba,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
290670 Cândido Sales,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
290680 Cansanção,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
290682 Canudos,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
290685 Capela do Alto Alegre,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
290687 Capim Grosso,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
290689 Caraíbas,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
290690 Caravelas,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,4
290700 Cardeal da Silva,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
290710 Carinhanha,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
290720 Casa Nova,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
290730 Castro Alves,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
290740 Catolândia,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
290750 Catu,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
290755 Caturama,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
290760 Central,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
290770 Chorrochó,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
290780 Cícero Dantas,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
290790 Cipó,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
290800 Coaraci,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
290810 Cocos,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
290820 Conceição da Feira,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
290830 Conceição do Almeida,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
290840 Conceição do Coité,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
290850 Conceição do Jacuípe,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,-,5
290860 Conde,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
290870 Condeúba,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
290880 Contendas do Sincorá,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
290890 Coração de Maria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
290900 Cordeiros,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
290910 Coribe,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
290920 Coronel João Sá,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
290930 Correntina,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
290940 Cotegipe,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2
290950 Cravolândia,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
290960 Crisópolis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
290970 Cristópolis,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
290980 Cruz das Almas,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
290990 Curaçá,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
291000 Dário Meira,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
291005 Dias d'Ávila,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
